# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "8" "-s" "2" "-a" "/mnt/pv_compute/yifan/ref_genome/mm10.ncbiRefSeq.gtf" "-o" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/counts/S2_STAR2_practice_featurecounts.txt" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N01_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N02_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N03_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N04_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R01_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R02_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R03_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R04_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R05_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R06_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R07_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R08_AM_Allo24h_Aligned.sortedByCoord.out.bam" 
Geneid	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N01_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N02_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N03_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N04_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R01_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R02_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R03_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R04_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R05_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R06_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R07_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R08_AM_Allo24h_Aligned.sortedByCoord.out.bam
Ttc14	709	625	670	514	676	724	702	673	882	827	804	892
Gm18611	0	0	0	0	0	0	0	0	0	0	0	0
Gm42203	0	0	0	0	0	0	0	0	0	0	0	0
Gm5845	0	0	0	2	2	0	0	0	3	0	0	0
Gm34205	0	0	0	0	0	0	0	0	0	0	0	0
Gm24780	0	0	0	0	0	0	0	0	0	0	0	0
Gm52604	0	0	0	0	0	0	0	0	0	0	0	0
4930419G24Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm23214	0	0	0	0	0	0	0	0	0	0	0	0
Gm34153	0	0	0	0	0	0	0	0	0	0	0	0
Pex5l	0	0	0	8	0	0	2	4	0	0	0	0
Usp13	0	0	0	1	0	0	0	1	0	0	0	0
Ndufb5	349	297	291	265	391	382	336	296	642	608	503	526
Mrpl47	78	56	66	49	59	80	82	54	125	125	83	93
Actl6a	359	302	322	219	467	439	375	262	786	766	652	591
Gm52622	0	0	0	0	0	0	0	0	0	0	0	0
Gnb4	27	26	32	23	39	51	39	23	39	49	43	42
Mfn1	404	372	322	271	378	435	334	337	614	560	493	478
Zfp639	251	191	207	152	283	319	250	193	288	261	271	265
Kcnmb3	76	60	59	49	70	47	45	36	85	76	63	72
Pik3ca	746	825	683	569	634	550	453	498	1041	883	726	756
4930429B21Rik	9	14	15	5	7	10	11	13	24	14	14	13
Zmat3	330	338	263	217	258	339	276	219	450	446	308	346
LOC115489828	0	0	0	0	0	0	0	0	0	0	0	0
Gm37770	0	0	0	0	0	0	0	0	0	0	0	0
Gm42201	0	0	0	0	0	0	0	0	0	0	0	0
Kcnmb2	0	0	0	0	0	0	0	0	0	0	0	0
Gm34031	0	0	0	0	0	0	0	0	0	0	0	0
Gm33886	0	0	0	0	0	0	0	0	0	0	0	0
Gm6558	0	0	0	0	0	0	0	0	0	0	0	0
Gm15496	0	0	0	0	0	0	0	0	0	0	0	0
Gm33834	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a14	0	0	0	4	0	0	0	0	0	0	0	0
Cldn11	1	0	0	10	0	0	9	5	0	0	3	2
Skil	1712	1725	1621	1367	3192	2396	1590	2107	1786	1482	1450	1669
Gm33694	0	0	1	0	1	1	1	1	0	0	0	0
Gm33641	0	1	0	0	0	1	2	0	1	1	0	0
Mir7008	0	0	0	0	0	0	0	0	0	0	0	0
Prkci	263	220	228	193	248	294	239	210	393	365	334	271
Gm2979	0	0	0	0	0	0	0	0	0	0	0	0
Phc3	896	853	753	662	990	981	757	655	996	834	794	784
Gpr160	364	270	308	249	204	165	178	192	482	504	341	320
Gm42199	10	7	10	8	8	3	3	7	5	5	2	12
Gm42198	12	9	9	4	4	5	4	3	0	0	3	3
Sec62	1460	1457	1424	1213	1933	1669	1352	1352	1885	1739	1528	1601
Gm33590	0	0	0	0	0	0	0	0	0	0	0	0
Samd7	0	0	0	0	2	0	0	0	0	0	0	0
Gm15462	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc31	0	0	2	0	0	2	3	0	0	0	0	0
Lrriq4	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc34	0	0	0	0	0	0	0	0	0	2	0	1
Mynn	179	187	195	128	218	196	170	180	252	225	184	211
n-TVaac8	0	0	0	0	0	0	0	0	0	0	0	0
Actrt3	0	0	0	0	0	0	0	1	0	0	1	0
Gm10258	0	0	0	0	0	0	0	0	0	0	0	0
Mecomos	0	0	0	0	0	0	0	0	0	0	0	0
Gm52621	0	0	0	0	0	0	0	0	0	0	0	0
Mecom	1	2	0	0	0	2	0	0	0	0	0	0
Mannr	0	0	0	0	0	0	0	0	0	0	0	0
Gm33206	0	0	0	0	0	0	0	0	0	0	0	0
Gm42197	3	2	2	2	1	3	1	1	3	2	1	3
Mir21b	0	0	0	0	0	0	0	0	0	0	0	0
Mir551b	0	0	0	0	0	0	0	0	0	0	0	0
Egfem1	43	47	38	44	28	35	26	37	67	46	68	41
Gm33154	0	0	0	0	0	0	0	0	0	0	0	0
Gm1527	0	0	0	0	0	0	0	0	0	0	0	0
Gm33102	0	0	0	0	0	0	0	0	0	0	0	0
Gm33051	0	0	0	0	1	0	0	0	0	0	0	0
Rpl22l1	310	295	254	278	324	291	271	257	655	545	432	480
Gm32950	3	6	4	3	13	7	5	2	3	3	6	6
Eif5a2	68	108	86	69	154	165	121	74	101	94	83	125
Gm6505	2	0	1	0	0	0	0	0	0	0	1	0
1700112D23Rik	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a2	0	0	0	0	0	0	0	1	0	0	0	0
Gm52603	0	0	0	0	0	0	0	0	0	0	0	0
Mir466q	0	0	0	0	0	0	0	0	0	0	0	0
Tnik	0	5	1	7	5	1	7	5	0	3	3	0
Gm42196	0	0	0	0	0	0	0	0	0	0	0	0
Pld1	690	529	539	498	660	469	340	490	750	650	538	548
LOC115489812	0	0	0	0	0	0	0	0	0	0	0	0
Gm42195	0	0	0	0	0	0	0	0	0	0	0	0
Gm26040	0	0	0	0	0	0	0	0	0	0	0	0
Tmem212	0	0	0	0	0	0	0	0	0	0	0	0
Gm32795	0	0	0	0	0	0	0	0	0	0	0	0
Gm42194	0	0	0	0	0	0	0	0	0	0	0	0
Mir3092	1	0	2	1	2	0	0	0	1	1	1	0
Gm32738	5	3	9	15	12	15	15	4	6	7	6	10
Fndc3b	1872	1900	1647	1331	2117	1794	1526	1749	2159	1812	1555	1508
Ghsr	0	0	0	0	1	0	0	0	1	0	0	0
Tnfsf10	26	34	26	19	26	41	29	18	26	12	23	13
Gm37191	0	0	0	0	0	0	0	1	0	0	0	1
Gm42192	0	0	0	1	0	0	1	0	0	0	0	0
Nceh1	7872	7699	6930	5923	9171	9569	7391	6453	6697	5526	5929	5884
1700125G22Rik	0	0	0	0	0	0	0	0	0	0	0	1
Gm25152	0	0	0	0	0	0	0	0	0	0	0	0
Ect2	188	194	177	135	115	97	79	121	895	781	783	597
Gm7558	0	0	0	1	0	0	0	0	0	0	1	0
Gm32458	0	0	0	0	0	0	0	0	0	0	0	0
Spata16	0	0	0	0	0	0	0	0	0	0	0	0
LOC115489830	0	0	0	0	0	0	0	0	0	0	0	0
Gm4855	0	0	0	0	0	0	0	0	0	0	0	0
A830092H15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm6197	0	0	0	1	43	42	40	23	0	0	0	2
Nlgn1	0	0	0	0	0	0	2	1	0	0	0	0
Gm10259	0	0	0	0	0	0	0	0	0	0	0	0
Gm24704	0	0	0	0	0	0	0	0	0	0	0	0
Gm7536	2	0	0	1	1	1	2	3	6	1	1	1
n-TLcag1	0	0	0	0	0	0	0	0	0	0	0	0
Gm42191	0	0	0	0	0	0	0	0	0	0	0	0
Gm18824	0	0	0	0	0	0	0	0	0	0	0	0
Naaladl2	0	0	0	0	0	0	1	0	0	0	0	0
4930412E21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Spin3-ps	0	0	0	0	0	0	0	0	0	0	0	0
Gm26354	0	0	0	0	0	0	0	0	0	0	0	0
Gm37636	0	0	0	0	0	0	0	0	0	0	0	0
Rprl2	0	0	0	0	0	0	0	0	0	0	0	0
Gm5842	3	2	0	1	1	2	5	2	1	0	0	3
Tbl1xr1	888	871	788	668	1130	1071	902	844	1457	1158	1215	1155
Gm31813	0	0	0	0	1	6	3	1	0	2	0	0
7530428D23Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm31693	0	0	0	0	0	0	0	0	0	0	0	0
Gm17935	0	0	0	0	0	0	0	0	0	0	0	0
Gm31610	0	0	0	0	0	0	0	0	0	0	0	0
Gm7488	2	2	0	3	2	2	3	7	5	5	5	0
Gm31552	0	0	0	0	0	0	0	0	0	0	0	0
Gm18493	0	0	0	0	0	0	0	0	0	0	0	0
Gm18491	0	0	0	0	0	0	0	0	0	0	0	0
Gm31466	0	0	0	0	0	0	0	0	0	0	0	0
Gm18426	0	0	0	0	0	0	0	0	0	0	0	0
Agtr1b	0	0	0	0	0	0	0	0	0	0	0	0
Gm46797	0	0	0	0	0	0	0	0	0	0	0	0
Cpb1	0	0	0	0	0	0	0	0	0	0	0	0
Gm7428	0	3	2	0	1	3	1	0	4	0	1	4
Mir7007	1	0	0	0	0	0	0	0	0	0	1	0
Gm31320	5	1	4	3	0	0	0	1	2	3	1	1
Cpa3	0	0	3	2	2	1	1	1	6	4	4	4
Gyg	1553	1460	1453	1127	1394	1109	912	1098	2868	2433	2268	2040
Hltf	689	632	653	522	517	394	347	559	870	635	650	579
Hps3	668	532	523	407	625	578	488	466	725	650	649	635
Cp	43	45	60	29	47	33	33	41	42	50	55	45
Gm42190	0	0	0	0	0	0	0	0	0	0	0	0
Gm17771	0	1	0	0	1	3	0	0	1	0	2	4
4632415L05Rik	103	78	67	67	63	62	97	45	108	85	85	80
Gm2148	0	0	0	0	0	0	0	0	0	0	0	0
Gm7442	0	0	0	0	1	0	0	0	0	0	0	0
Gm18864	0	0	0	0	0	0	0	0	0	0	0	0
Gm42189	0	0	0	0	0	0	0	0	0	0	0	0
Crh	0	0	0	0	0	0	0	0	0	0	0	0
Trim55	0	0	0	0	0	0	0	0	0	0	0	0
n-TAagc14	0	0	0	0	0	0	0	0	0	0	0	0
n-TYgta2	0	0	0	0	0	0	0	0	0	0	0	0
n-TYgta1	0	0	0	0	0	0	0	0	0	0	1	0
n-TRacg3	0	0	0	0	0	0	0	0	2	0	0	0
Gm6141	0	0	0	0	0	0	0	0	0	0	0	0
Gm23330	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc5b	0	0	0	0	0	0	0	0	0	0	0	0
Gm42188	0	0	0	0	0	0	0	0	1	0	0	0
Gm52602	0	0	0	0	0	0	0	0	0	0	0	0
Pde7a	399	477	362	312	506	314	218	346	531	432	449	393
Mtfr1	134	135	129	115	127	128	96	124	170	181	163	114
Armc1	296	286	282	245	331	341	301	275	545	558	422	423
Gm30341	0	0	0	0	0	0	0	0	0	0	0	0
Gm30789	0	0	0	0	0	0	0	0	0	0	0	0
Gm30723	0	0	0	0	0	0	0	0	0	0	0	0
Pgk1-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Gm6369	0	0	0	0	0	0	0	0	0	0	0	0
4930433B08Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm30667	0	0	0	0	0	0	0	0	0	0	0	0
Gm23686	0	0	0	0	0	0	0	0	0	0	0	0
Cyp7b1	0	0	0	1	0	0	0	0	0	0	0	0
Bhlhe22	0	0	0	3	0	0	0	0	0	1	0	0
Gm5844	4	6	0	1	1	2	1	0	4	2	2	0
Cypt12	0	0	0	0	0	0	0	0	0	0	0	0
Gm19175	0	0	0	0	0	0	0	0	0	0	0	0
Gm42187	0	0	0	0	0	0	0	0	0	0	0	0
Gm23441	0	0	0	0	0	0	0	0	0	0	0	0
Gm51272	0	0	0	0	0	0	0	0	0	0	0	0
Mir124a-2	0	0	0	0	0	0	0	0	0	0	0	0
Mir124-2hg	0	0	0	0	0	0	0	1	0	0	0	0
Gm19694	0	0	0	0	0	0	0	0	0	0	0	0
Gm30340	0	0	0	0	0	0	0	0	0	0	0	0
Gm18937	0	0	0	0	0	0	0	0	0	0	0	0
Gm6350	0	0	0	0	0	0	0	0	0	0	0	0
Gm24963	0	0	0	0	0	0	0	0	0	0	0	0
Gm5283	0	0	0	0	1	0	0	0	0	0	0	0
Gm42186	0	0	0	0	0	0	0	0	0	0	0	0
Gm42185	0	0	0	0	0	0	0	0	0	0	0	0
Gm51435	0	0	0	0	0	0	0	0	0	0	0	0
Gm42184	0	0	0	0	0	0	0	0	0	0	0	0
Gm26485	0	0	0	0	0	0	0	0	0	0	0	0
Gm30223	0	0	0	0	0	0	0	0	0	0	0	0
Ythdf3	1174	1154	1107	872	1772	1499	1242	1220	1500	1375	1253	1293
Gm21014	2	1	2	6	0	0	1	2	2	0	0	1
Sirpb1b	256	266	251	192	211	189	146	167	193	199	184	173
Sirpb1a	392	394	357	303	379	328	244	278	339	338	326	275
Gm9733	6	7	3	6	53	47	38	25	11	7	4	10
Gm33819	0	0	0	0	0	0	0	0	0	0	0	0
Gm42000	0	0	0	0	0	0	0	0	0	0	0	0
Gm7132	1	1	1	1	2	0	1	0	6	3	4	1
A930001A20Rik	1	0	0	1	0	0	0	0	0	0	0	0
Car2	1	2	3	12	10	4	9	10	0	2	2	2
Car3	0	0	0	0	2	9	7	1	0	0	0	0
Gm41999	0	0	0	0	0	0	0	0	0	0	0	0
Gm16399	0	0	0	0	0	0	0	0	0	0	0	0
Car1	0	0	0	0	0	0	0	0	0	0	0	0
Gm5843	0	0	0	0	0	0	0	0	0	0	0	0
Car13	43	35	38	33	156	180	127	93	158	169	107	129
Rbis	83	105	99	69	99	101	91	80	108	129	123	134
E2f5	45	55	41	33	66	92	58	37	61	42	27	30
Lrrcc1	215	203	170	147	284	293	257	150	296	260	286	264
Gm8957	0	1	0	0	0	0	0	1	1	0	0	0
Slc7a12	0	0	0	0	0	0	0	0	0	0	0	0
Gm8955	0	0	0	1	0	1	0	1	0	1	1	0
Gm6300	0	0	0	0	0	0	0	0	0	0	0	0
Gm23112	0	0	0	0	0	0	0	0	0	0	0	0
Gm18659	0	0	0	0	0	0	0	0	0	0	0	0
Gm19067	0	0	0	0	0	0	0	0	0	0	0	0
Gm18661	0	0	0	0	0	0	0	0	0	0	0	0
Gm41998	0	0	0	0	0	0	0	0	0	0	0	0
Gm19114	0	0	0	0	0	0	0	0	1	0	0	0
Gm2474	0	0	0	0	0	0	0	0	0	0	0	0
Gm37164	0	0	0	0	0	0	0	0	0	0	0	0
4930539N22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ralyl	0	0	1	4	0	0	1	0	0	0	0	0
Gm2464	0	0	0	0	0	0	0	0	0	0	0	0
Gm8939	0	0	0	0	0	0	0	0	0	0	0	0
Gm8935	0	0	1	0	0	1	0	0	0	1	0	0
Gm18232	0	0	0	0	0	0	0	0	0	0	0	0
Gm2429	0	0	0	0	0	0	0	0	0	0	0	0
Gm18431	0	0	0	0	0	0	0	0	0	0	0	0
Gm37996	0	0	0	0	0	0	0	0	0	0	0	0
Gm10745	0	0	0	0	0	0	0	0	0	0	0	0
Gm8919	1	1	0	1	0	0	0	1	1	2	1	0
Gm8910	0	0	2	0	0	1	2	1	2	2	1	1
Gm22795	0	0	0	0	0	0	0	0	0	0	0	0
Gm33551	0	0	0	0	0	0	0	0	0	0	0	0
Gm18692	0	0	0	0	0	0	0	0	0	0	0	0
Snx16	65	58	58	40	50	45	56	45	66	86	67	79
Chmp4c	0	0	3	1	1	2	0	3	1	3	1	0
Zfand1	44	34	41	34	55	47	47	32	85	47	53	40
Slc10a5	0	0	0	0	0	1	1	0	0	0	0	1
Impa1	507	383	452	351	481	538	477	357	863	870	650	710
A930014E01Rik	0	0	0	0	2	2	1	0	0	0	0	0
Fabp12	0	0	0	0	1	1	2	0	0	0	0	0
Fabp4	415	484	389	398	470	1118	886	305	899	837	649	838
Fabp9	0	0	0	0	4	1	4	0	0	0	0	0
Pmp2	0	0	0	0	0	0	0	0	0	0	0	0
Gm9833	6	3	1	2	4	5	3	3	8	3	9	11
Gm33365	0	0	0	0	0	0	0	0	0	0	0	0
Fabp5	767	697	601	564	694	1038	805	516	1694	1971	1124	1375
Gm17877	0	0	0	0	0	0	0	0	0	0	0	0
Gm6236	0	0	1	1	0	0	2	0	1	1	1	1
Gm33273	9	12	14	4	17	11	24	17	14	10	16	23
Pag1	5395	5034	4333	3581	5599	4291	3545	4232	5074	4092	4712	4481
Gm17806	0	0	0	0	0	0	0	0	0	0	0	0
Gm33169	0	0	0	1	0	0	0	0	0	0	0	0
Zfp704	192	167	155	156	192	162	123	128	154	134	112	130
C030034L19Rik	19	28	27	23	37	25	23	26	25	31	21	16
Gm41997	0	0	0	1	0	0	0	0	0	0	0	0
Zbtb10	101	125	95	93	135	78	51	110	101	60	68	71
Gm52635	0	0	0	0	0	0	0	0	0	0	0	0
Gm33018	0	0	0	0	0	0	0	0	0	0	0	0
Gm41996	0	0	0	0	0	0	0	0	0	0	0	0
4930539M17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm46832	0	0	0	0	0	0	0	0	0	1	0	0
Tpd52	1809	1647	1572	1325	2300	2388	1999	1794	2589	2455	2304	2188
Gm52601	1	0	0	0	5	3	8	3	2	0	0	0
Gm52600	6	6	6	7	14	11	9	4	15	18	14	17
Gm15466	15	22	19	18	29	21	28	12	48	69	34	79
Mrps28	68	47	62	42	82	70	104	56	162	183	115	116
Gm52599	2	0	0	2	0	1	3	0	0	0	0	2
Gm52598	1	0	0	0	0	0	0	0	0	0	0	0
C230057A21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm32561	0	0	0	0	0	0	0	0	0	0	0	0
LOC115486217	0	0	0	0	0	0	0	0	0	0	0	0
LOC115489673	1	0	0	1	2	0	0	1	1	0	1	1
Hey1	15	9	7	9	11	9	15	6	15	8	5	10
Gm32496	0	0	0	0	0	0	0	0	0	0	0	0
Gm18822	1	0	0	0	0	2	0	0	0	0	2	2
Stmn2	0	1	1	21	1	0	11	11	0	0	7	2
Gm41993	0	0	0	0	0	0	0	0	0	0	0	0
Gm6194	2	2	0	1	1	2	9	2	1	0	4	0
Gm24614	0	0	0	0	0	0	0	0	0	0	0	0
Gm5841	0	1	2	1	0	0	1	0	2	2	1	3
Gm7103	0	0	0	0	0	0	0	0	0	0	0	0
1700010I02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm29747	0	0	0	0	0	0	0	0	0	0	0	0
Gm16685	0	1	0	0	0	0	0	0	0	0	0	0
Il7	8	6	5	6	4	3	15	5	8	4	6	6
Zc2hc1a	41	43	34	42	36	54	43	35	71	75	39	55
Gm23592	0	0	0	0	0	0	0	0	0	0	0	0
Gm8826	0	0	0	0	0	0	0	0	0	0	0	0
Pkia	0	0	0	13	1	1	6	10	0	0	0	3
Gm8823	0	0	0	0	0	0	0	0	0	0	0	0
Gm41991	0	0	0	0	0	0	0	0	0	0	0	0
Gm22074	0	0	0	0	0	0	0	0	0	0	0	0
Olfr289-ps1	0	0	0	0	0	0	0	0	0	0	0	0
1700008P02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm5272	0	2	0	1	2	2	0	2	1	7	4	3
Gm18658	0	0	0	0	0	0	0	0	0	0	0	0
Gm41989	0	0	0	0	0	0	0	0	0	0	0	0
Gm6162	0	0	1	0	1	3	1	0	0	0	1	0
Gm17934	0	0	0	0	0	0	0	0	0	0	1	0
Gm46796	0	0	0	0	0	0	0	0	0	0	0	0
Gm8797	4	8	4	3	7	10	8	6	1	12	10	7
Pex2	456	459	415	385	499	503	486	344	689	592	506	528
4930555M17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Zfhx4	1	1	2	2	2	0	1	3	0	1	1	0
2700069I18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm17308	0	0	0	0	0	0	0	0	0	0	0	0
Gm52665	0	0	0	0	0	0	0	0	0	0	0	0
Gm6140	2	0	1	2	0	0	0	0	1	1	1	1
1110015O18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm41988	0	0	0	0	0	0	0	0	0	0	0	0
Gm22944	0	0	0	0	0	0	0	0	0	0	0	0
Gm34023	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s194	0	0	0	0	0	0	0	0	0	0	0	0
Gm8775	0	0	0	0	0	0	0	0	2	0	1	1
Gm2077	0	0	0	0	0	0	0	0	0	0	0	0
Gm2071	0	0	0	0	0	0	0	0	0	0	0	0
Rps24-ps2	0	0	0	0	0	0	0	0	0	1	0	1
Hnf4g	0	0	0	0	0	0	0	0	0	0	0	0
Gm8747	0	0	0	0	0	0	0	0	0	0	0	0
n-TKctt9	0	0	0	0	0	0	0	0	0	0	0	0
Gm14496	0	0	0	0	0	0	0	0	0	0	0	0
Gm40035	0	0	0	0	0	0	0	0	0	0	0	0
Gm40034	0	0	0	0	0	0	4	0	0	0	0	1
Gm5466	4	2	0	2	6	4	5	7	2	6	3	4
Polr3k	254	194	186	173	204	233	179	187	434	436	326	320
Pcmtd2	330	366	274	274	283	190	140	226	287	236	229	264
Gm18895	0	0	0	0	0	0	0	0	0	0	0	0
Myt1	0	4	1	0	0	1	4	3	2	1	0	1
Gm14489	0	0	0	0	0	0	0	0	0	0	0	0
Oprl1	4	2	2	3	9	5	6	3	9	2	5	4
Lkaaear1	0	1	0	0	3	1	1	4	1	0	2	2
Rgs19	1160	982	999	694	886	787	686	735	1580	1330	1211	1013
Tcea2	28	34	32	31	44	46	42	31	29	22	44	20
Sox18	5	2	1	1	0	1	3	0	3	1	2	2
Gm25879	0	0	0	0	0	0	0	0	0	0	0	0
Gm29797	0	1	0	0	0	1	2	3	0	0	0	1
Prpf6	614	564	517	437	548	639	529	477	824	748	648	618
Samd10	127	73	73	64	93	70	58	73	95	67	94	99
Mir7006	0	0	0	0	1	0	0	0	0	0	0	0
Zfp512b	390	329	322	205	471	613	503	308	477	301	450	386
Uckl1os	96	72	54	53	78	107	64	58	91	59	66	51
Uckl1	596	554	515	348	571	611	510	404	624	525	470	459
Dnajc5	2505	2343	2050	1581	3601	3757	3067	2359	3766	3592	3124	2987
LOC115489645	3	1	1	3	6	9	5	4	2	5	5	7
Tpd52l2	593	514	504	368	613	601	540	450	757	730	621	546
Abhd16b	0	0	0	0	3	0	0	0	1	2	0	0
Gm22708	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a4rg-ps	123	84	79	47	52	56	70	39	108	97	96	66
Lime1	269	236	225	180	267	285	239	166	260	216	186	205
Zbtb46	17	17	23	19	13	19	29	10	15	28	24	16
Zgpat	449	393	369	277	362	443	391	284	491	460	355	330
Arfrp1	412	335	333	234	357	395	353	311	454	409	411	357
Rtel1	216	183	147	146	222	219	193	163	521	451	415	380
Stmn3	0	0	4	30	0	1	14	22	0	1	5	2
Gm7645	0	0	0	0	0	1	0	1	1	1	2	1
Gmeb2	204	196	169	121	391	281	204	209	309	299	251	238
Helz2	496	377	333	292	533	449	410	426	541	474	388	357
Gm14398	2	0	4	3	2	5	5	1	2	7	3	1
Fndc11	0	0	0	0	0	0	0	0	0	0	0	0
Gm40033	0	0	0	0	0	0	0	0	0	0	0	0
Srms	0	2	0	0	0	0	1	1	0	0	0	0
Ptk6	0	0	0	0	0	1	0	0	0	0	0	0
Ppdpf	134	113	116	99	148	155	96	97	195	190	163	110
Gm24892	0	0	0	0	0	0	0	0	0	0	0	0
Eef1a2	1	0	2	29	0	2	15	20	0	0	2	1
Kcnq2	0	1	1	2	0	2	1	4	2	1	1	1
Chrna4	0	0	1	0	0	0	0	0	0	0	0	0
Gm30797	22	15	25	10	41	50	34	25	15	13	12	16
Col20a1	234	235	197	124	372	397	334	243	221	176	122	140
Arfgap1	410	372	303	242	555	628	483	387	510	455	413	392
Nkain4	0	0	0	2	0	0	1	0	0	0	0	0
Birc7	0	0	0	0	0	0	0	0	0	0	0	0
Ythdf1	591	553	517	448	863	799	749	616	793	746	626	593
Mir124a-3	0	0	0	0	0	0	0	0	0	0	0	0
Gm14342	0	0	0	0	0	0	0	0	0	0	0	0
Gm14344	0	0	0	0	0	0	1	0	0	1	0	0
Gm14340	0	0	0	0	0	0	0	0	0	0	0	0
Bhlhe23	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a9	185	149	109	110	164	202	157	132	289	217	208	221
Gm30455	22	15	17	13	27	30	21	17	34	18	17	27
Gid8	478	460	443	361	611	594	614	439	718	617	621	620
Gm22502	0	0	0	1	0	0	0	0	0	1	0	0
Dido1	888	839	808	599	1339	1372	1115	814	1298	1089	979	1005
Tcfl5	0	1	1	1	2	0	3	0	0	0	0	0
Col9a3	12	6	11	4	9	15	18	9	8	8	4	3
Ogfr	462	380	393	307	620	548	533	404	623	548	455	441
Mrgbp	195	155	167	121	209	216	212	182	241	194	176	197
Gm30144	0	0	0	0	2	1	1	0	0	2	0	0
Ntsr1	0	0	0	0	0	0	0	0	0	0	0	0
Slco4a1	4	1	2	0	5	4	1	4	22	18	13	15
Mir133a-2	0	0	0	0	0	0	0	0	0	0	0	0
Mir1a-1	0	0	0	0	0	0	0	0	0	0	0	0
Mir1a-1hg	0	0	0	0	0	0	0	0	0	0	0	0
B230312C02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm52543	0	0	0	0	0	0	0	0	0	0	0	0
Gata5os	0	0	0	0	0	0	0	0	0	0	0	0
